chr1	630100	630700	1_17	10	49.58614684	0.787561754
chr1	851900	852100	1_48	6	20.21451563	0.860214913
chr1	1067500	1068200	1_188	42	20.24016477	0.758288487
chr1	1289900	1290500	1_340	43	25.20905848	0.860030316
chr1	1378500	1378800	1_430	13	21.17068102	0.860627545
chr1	1575700	1576100	1_536	27	36.22805315	0.850246924
chr1	1651400	1651600	1_571	5	41.88100962	0.938275917
chr1	1653800	1654000	1_574	7	28.66092222	0.914963859
chr1	1688100	1688400	1_596	10	26.69028432	0.767573688
chr1	1967300	1967600	1_707	13	21.70974445	0.716576458
chr1	2079800	2080000	1_798	7	25.98567075	0.834386802
chr1	2104200	2104400	1_846	8	20.71584336	0.858814654
chr1	2398500	2398700	1_1218	5	21.37528351	0.7310944
chr1	2856900	2857100	1_1478	6	28.54554138	0.847380878
chr1	2881600	2881800	1_1494	8	30.44948294	0.784472882
chr1	2927700	2927900	1_1522	10	23.71023012	0.75654128
chr1	3003400	3003600	1_1544	6	26.87307113	0.844980193
chr1	3089000	3089200	1_1597	9	36.47323394	0.957121326
chr1	3098800	3099000	1_1606	6	39.96568464	0.883239612
chr1	3104300	3104500	1_1611	5	23.48425566	0.711660169
chr1	3144600	3145000	1_1644	8	23.90047008	0.85956396
chr1	3181600	3182100	1_1667	15	43.1183788	0.98798226
chr1	3806500	3806700	1_2061	6	35.4708561	0.804683995
chr1	3825400	3825600	1_2075	5	35.29321671	0.77259278
chr1	3932700	3932900	1_2108	7	56.91448458	0.90495715
chr1	4008200	4008400	1_2127	7	36.99427743	0.888943558
chr1	4027500	4027800	1_2137	12	33.02704042	0.879223908
chr1	4077700	4077900	1_2150	6	33.57230126	0.870894129
chr1	4177800	4178000	1_2186	5	27.90989118	0.779279188
chr1	4308200	4308500	1_2205	8	30.6728814	0.749659629
chr1	4511900	4512100	1_2244	7	36.15043593	0.931751675
chr1	4588600	4589000	1_2260	6	30.23740284	0.76645531
chr1	4695200	4695500	1_2292	6	24.91967516	0.725028468
chr1	4723200	4723400	1_2306	8	26.46187065	0.735492904
chr1	4768500	4768700	1_2318	5	31.53648302	0.920616564
chr1	4831600	4831800	1_2335	6	22.10457115	0.810294864
chr1	5242500	5242700	1_2402	6	49.57725619	0.879836476
chr1	5244100	5244300	1_2403	5	28.12353439	0.739221564
chr1	5270600	5270900	1_2410	6	35.20966235	0.870037957
chr1	5288700	5288900	1_2415	8	60.60551742	0.926988284
chr1	5309000	5309200	1_2418	7	32.04143388	0.928759512
chr1	5475400	5475700	1_2444	5	33.24957039	0.748219319
chr1	5649600	5649800	1_2481	8	53.53703008	0.955181493
chr1	5667400	5668300	1_2487	33	33.52174484	0.721142351
chr1	5713500	5713800	1_2501	26	30.99383701	0.84953812
chr1	5736900	5737100	1_2509	6	55.52064566	0.937879022
chr1	6120400	6120600	1_2658	8	34.12585094	0.940120068
chr1	6150400	6150800	1_2672	7	74.85079331	0.96511622
chr1	6152200	6152400	1_2673	6	28.35526364	0.780963376
chr1	6252900	6253100	1_2729	5	27.72146506	0.946379547
chr1	6739000	6739200	1_2950	19	26.05217633	0.955500429
chr1	6951600	6951800	1_2992	6	30.62748219	0.759083386
chr1	7417600	7417800	1_3115	7	29.27489245	0.85530103
chr1	7420100	7420700	1_3116	13	22.27198779	0.756756085
chr1	7492400	7492900	1_3137	16	24.61113506	0.924661387
chr1	7509700	7510000	1_3145	5	47.87120047	0.94786186
chr1	7563100	7563300	1_3163	6	33.95905556	0.912925791
chr1	7733900	7734100	1_3231	6	27.71739245	0.871604607
chr1	7848700	7848900	1_3260	8	35.03584388	0.925710725
chr1	8001600	8002000	1_3299	13	30.38543293	0.935231415
chr1	8147600	8147800	1_3342	5	38.48947393	0.886490358
chr1	8164300	8164700	1_3349	15	20.23095388	0.861620338
chr1	8260600	8260800	1_3381	7	20.83695479	0.797038603
chr1	8262300	8262600	1_3382	8	28.4343625	0.963050413
chr1	8923500	8923700	1_3548	6	24.67650271	0.714950507
chr1	8928800	8929000	1_3549	5	34.62342398	0.857781005
chr1	9208200	9208400	1_3625	7	26.14771241	0.743983086
chr1	9267000	9267600	1_3656	24	29.06531745	0.794244046
chr1	9276500	9276700	1_3663	6	25.22171246	0.936095153
chr1	9343900	9344100	1_3693	8	25.36015803	0.90763422
chr1	10394800	10395100	1_4071	7	20.89720012	0.816796671
chr1	10428000	10428600	1_4081	8	36.42437126	0.908067616
chr1	10571600	10571800	1_4125	6	39.43344032	0.935036103
chr1	10814700	10814900	1_4310	6	21.46220447	0.89123582
chr1	11103000	11103300	1_4413	5	24.21002071	0.770139471
chr1	11378600	11378800	1_4492	9	40.39813725	0.77267055
chr1	11777300	11777600	1_4642	7	20.86402311	0.84030414
chr1	11881500	11881900	1_4692	6	29.40599284	0.902340735
chr1	11896700	11897200	1_4700	9	50.89593258	0.958695041
chr1	12134600	12134800	1_4800	5	21.57234415	0.737983294
chr1	12163300	12163500	1_4808	6	39.34872995	0.953524206
chr1	12580600	12580900	1_4932	7	37.33079752	0.768648581
chr1	13347200	13347400	1_5019	5	33.26796974	0.799201451
chr1	13395000	13395200	1_5024	17	21.99526004	0.86794359
chr1	13497600	13497800	1_5045	6	26.04993441	0.95088515
chr1	14036800	14037000	1_5176	8	23.63398633	0.896002911
chr1	14124200	14124400	1_5187	9	21.82336659	0.879161365
chr1	14126200	14126500	1_5188	5	76.49215692	0.968404574
chr1	14131100	14131300	1_5189	5	32.75988571	0.945523102
chr1	14170900	14171100	1_5196	5	24.41733242	0.728206688
chr1	14504300	14504500	1_5246	6	22.08087828	0.792546859
chr1	14713800	14714000	1_5309	5	44.55055495	0.904129366
chr1	14754900	14755100	1_5322	6	20.96993794	0.857522494
chr1	14998400	14998700	1_5444	5	28.56264765	0.810054557
chr1	15074300	15074700	1_5494	7	27.3925221	0.752900551
chr1	15078200	15078400	1_5495	8	20.69031403	0.837026809
chr1	15140700	15141100	1_5511	11	34.97438924	0.752703512
chr1	15183800	15184000	1_5531	6	43.76128446	0.889117142
chr1	15241000	15241400	1_5557	6	45.60160503	0.944946038
chr1	15380000	15380400	1_5610	7	23.4018337	0.860916928
chr1	15437500	15437700	1_5641	5	49.22669133	0.89795646
